smiles,qed
ONNNNCCCC=1CC=1N,0.21553946895976855
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCNCCCC(C=C=CNC=CNCCC=C)NCCCCCCCCCCCCCCCCCCCCCCCCCNNCC1CCC1CCCCCCNCCCCCNPCCCCCCCN=CCCCC=C,0.007601512034607419
C(CC=NC)=C=C(C=C=C=CC=C=NN=N)N=C=NC=C=C=NNC=NCCC=C=C=C(CC)C=CC=C=NC=CCCCC=CC=CC=C=CCCCCCC=NNCC=NCCCC=NCC#N,0.008195890907501651
FCC1CCC2CC21CCNCC(N=C3)C3(C=NCCC=N)C(=N)NCCCCCC=NN=NN=NN=NN=NCC=NC=NCCCCCCCCCCC=NCCC=NNCCC=NN=NC=NN=NCC=NNCCCCCCCC=NN,0.007773456533864295
C1C(CNNN=NN)=NN=NN=N1,0.23501974153481825
CNF,0.38301304839406286
CCCCCCCCCCCCNCNCCCNCNCCCNCCCCCCCCCCCCCCCCC=CCCCCCC=CNNCCCNCC1CC1CCCCC=O,0.009933740593215598
N=C=NN(ON=NNC=C=C=NC=C=C=C)C=C=NN(C=C=C=C)N(C=NN=NN=NN=C=NCC)C=NCC=NN=NN=NN=NC=NN=NN=NN=NC(=NNC=NN=NN=NN=NN=NN)N=NC=C=CC=CC=CC(=C=C=C=CC=CCC(C)C)C=CCCCCC=NN,0.0056883677635898465
OOCNNCCC1C2C3=CC31CC2(C)CC=NNN,0.07938700536598922
CCCCCCCCNNNCCNCCCCNCCCCCCNCCCCCCC=CCCCCCC=CCCCCCCCCCCCCCCCCCCCC=CCCCCCCCCCCCCCCCCNCCCNCCNCCCCCCC#CNCNN=CN=C=CC=C=CNNCCCCC=CNN=CNCCCC,0.002603965461298272
N(C(CN=N)=NN=NC#N)N=NNC=NCC=C=CC=C=C=CN=C=CC#N,0.07679475543181181
C(CN=NN(C=C=C=C)C)=C=C=C=C=C=C=C=C(C=C=C=C=C=C=C=NC=C)C=C=NC=C=C=C=C=NC=NN=C=C[O-1],0.07658118158550861
NF,0.3700742015408931
NC(C)=NN=NN=NN(N)N(N=NC=C=C=NN=NN=NN)N=C=C=NC=COC=NCC=C=C=NNOON=C=C=C=C=CC=C=CC=C=CC=CC=C=C=C=CCC=CC=CC=C=CCC=C=C=C=CCC=CCC=NCC=C=NC=C=NC=NN=NN=N,0.0033474123223466994
N(CNNN=C=NN)[O-1],0.11688768839106005
NF,0.3700742015408931
C=C=C=C=C=NC=C=CN(N=C=C=C=C=C=C=C=C=C=NN=C)C=C=CC=NOCCCC=CC=C=C=CC=C=C=C=CC=C=CC=C=CCC=C=C=C=CC=CC=C=C=CC=C=CC=C=C=C=C=C=NNC#C,0.022256503003019165
C=C(CC=CNN=NCC)CC=C(CNC)CCC=C(C)C=CC,0.2093069174870136
N1(NC2C1=C2)CC=NN=NNCCCC=NC=NCC=NN=NN=NNC=NNC=NNCC=NC=NCC=NCCCC=NN=NNC=NN=NN=N,0.017449712311165832
CCCCCCCCCCCCCCCC=CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC#CCNNCCCCNNNCCCCCCC=CC=CC,0.013815323056008485
N=NNN=NC(N)=CN(NCC=NNN=NN=NN=NN=NN=NN=N)N=NN=NN=NN=NN=NN=NN=NC=C=NN=NN=NN=NN=NN=NN=NN=C=C=CC=NC=C(C)C=C=CC=C=C=NCC#N,0.009132410890777962
PN=NC(C)CC=C(C=C=C=N[O-1])SS(CSSS=C=CS#N)=NN=NN=NC(N=C=C=CO)=C([O-1])N=NC(OS(S=C=NN)=N)C=C=C=NC#N,0.007253185105659374
NCNF,0.314692050250566
CPP(C)(C)(N)C(NN)N=NN=NN(N)N=NN=NN(N=NN=NN(N=C=C)C)C=CC(N=C)C(CC=NC=CC=CCCC=CCC)C=CC(C)C=CC=CCCCC(C)CCCCCC=CP=C(C)C,0.006717860798060318
N(=C(C)C=CC=C(CN=NC)C=C)[O-1],0.285702946881258
