KEYS,5ht1a,5ht7,beta2,d2,h1,SMARTS
KLEK_4156,0,0,0,0,0,NC(=O)c1ccc(cc1)N2C(=O)c3ccccc3C2=O
KLEK_4157,0,0,0,0,0,NC(=O)c1ccc(cc1C(=O)O)[N+](=O)[O-]
KLEK_4158,23,1,1,40,4,NC(=O)c1ccc(Cl)cc1
KLEK_4159,1,0,0,4,0,NC(=O)c1ccc(Cl)cc1Cl
KLEK_4160,0,0,0,3,0,NC(=O)c1ccc(F)c(F)c1
KLEK_4161,137,4,1,80,19,NC(=O)c1ccc(F)cc1
KLEK_4162,16,4,4,96,3,NC(=O)c1ccc(N)cc1
KLEK_4163,1,2,0,1,1,NC(=O)C1CCC=CC1
KLEK_4164,1,1,0,2,0,NC(=O)c1ccc2C(=O)N(C(=O)c2c1)c3ccccc3
KLEK_4165,0,0,0,55,0,NC(=O)c1cccc(Br)c1
KLEK_4166,1,0,0,1,0,NC(=O)c1cccc(c1)[N+](=O)[O-]
KLEK_4167,37,26,19,35,1,NC(=O)c1cccc2ccccc12
KLEK_4168,75,18,0,46,1,NC(=O)C1CCCCC1
KLEK_4169,1,0,0,1,0,NC(=O)c1ccccc1[N+](=O)[O-]
KLEK_4170,0,0,0,2,0,NC(=O)c1ccccc1Br
KLEK_4171,0,0,0,0,1,NC(=O)c1ccccc1C(=O)O
KLEK_4172,5,0,1,29,3,NC(=O)c1ccccc1Cl
KLEK_4173,13,3,0,26,9,NC(=O)c1ccccc1F
KLEK_4174,16,3,1,47,32,NC(=O)c1cccnc1
KLEK_4175,44,2,0,78,3,NC(=O)c1ccco1
KLEK_4176,13,4,0,117,4,NC(=O)c1cccs1
KLEK_4177,3,0,0,28,5,NC(=O)c1ccncc1
KLEK_4178,0,0,0,0,0,NC(=O)c1csc2CCCCc12
KLEK_4179,0,0,0,0,0,NC(=O)c1nccnc1C(=O)O
KLEK_4180,0,0,0,0,0,NC(=O)CC(=O)N
KLEK_4181,4,4,1,5,0,NC(=O)CC=O
KLEK_4182,2,0,2,1,0,NC(=O)CCC(=O)O
KLEK_4183,0,0,0,0,0,NC(=O)CCC(=O)OCC(=C(Cl)Cl)Cl
KLEK_4184,2,0,2,7,0,NC(=O)CCCC(=O)O
KLEK_4185,0,0,0,0,0,NC(=O)CCCC(=O)OCC#C
KLEK_4186,0,0,0,2,0,NC(=O)CCCCCCC(=O)N
KLEK_4187,3,0,2,42,2,NC(=O)CCCO
KLEK_4188,0,0,0,0,0,NC(=O)CCl
KLEK_4189,0,0,0,0,0,NC(=O)CCNC(=O)C(F)(F)F
KLEK_4190,161,12,14,193,8,NC(=O)CO
KLEK_4191,7,0,7,54,1,NC(=O)CS
KLEK_4192,184,99,10,394,98,NC(=O)N
KLEK_4193,0,0,0,0,0,NC(=O)NC(=O)C(Cl)(Cl)Cl
KLEK_4194,0,0,0,1,0,NC(=O)NC(=O)N
KLEK_4195,0,0,0,0,0,NC(=O)NC(CC=O)C(Cl)(Cl)Cl
KLEK_4196,91,77,0,49,3,NC(=O)NC=O
KLEK_4197,0,0,0,0,0,NC(=O)NN=C
KLEK_4198,0,0,0,0,0,NC(=O)NN=C1C(=O)Nc2ccccc12
KLEK_4199,0,0,0,0,0,NC(=O)NN=Cc1ccccc1
KLEK_4200,0,0,0,0,0,NC(=O)NNC=O
KLEK_4201,0,0,0,0,17,NC(=O)NO
KLEK_4202,0,0,0,0,0,NC(=O)NS(=O)(=O)N
KLEK_4203,0,0,0,0,22,NC(=O)NS(=O)=O
KLEK_4204,37,9,24,77,76,NC(=O)O
KLEK_4205,0,0,0,0,0,NC(=O)OCCNS(=O)=O
KLEK_4206,0,0,0,2,0,NC(=O)ON=C
KLEK_4207,0,0,1,0,0,NC(=O)SCC=O
KLEK_4208,1,0,0,1,7,NC(=S)N
KLEK_4209,1,0,0,0,0,NC(=S)NC(=O)C=C
KLEK_4210,0,0,0,0,0,NC(=S)NC(=O)C=Cc1ccc(F)cc1
KLEK_4211,0,0,0,0,0,NC(=S)NC(=O)C=Cc1ccccc1
KLEK_4212,0,0,0,0,0,NC(=S)NC(=O)C=Cc1ccco1
KLEK_4213,0,0,0,0,0,NC(=S)NC(NC(=O)C=C)C(Cl)(Cl)Cl
KLEK_4214,0,0,0,0,0,NC(=S)NC(NC(=O)C=Cc1ccccc1)C(Cl)(Cl)Cl
KLEK_4215,0,0,0,0,0,NC(=S)NC(NC(=O)CF)C(Cl)(Cl)Cl
KLEK_4216,0,0,0,0,0,NC(=S)NC(NC=O)C(Cl)(Cl)Cl
KLEK_4217,1,0,0,0,0,NC(=S)NC=O
KLEK_4218,0,0,0,0,0,NC(=S)Nc1ccc(cc1)S(=O)=O
KLEK_4219,1,0,0,0,0,NC(=S)NCC=O
KLEK_4220,0,0,0,0,0,NC(=S)NN=C
KLEK_4221,0,0,0,0,0,NC(=S)NN=C1C(=O)Nc2ccccc12
KLEK_4222,0,0,0,0,0,NC(=S)NNC=O
KLEK_4223,0,0,0,0,0,NC(=S)SCC=O
KLEK_4224,0,0,0,54,0,NC(CO)CO
KLEK_4225,0,0,0,0,0,NC(NC(=O)CF)C(Cl)(Cl)Cl
KLEK_4226,0,0,0,0,0,NC(NC(=O)N)C(Cl)(Cl)Cl
KLEK_4227,0,0,0,0,0,NC(NC=O)C(Br)(Br)Br
KLEK_4228,0,0,0,0,0,NC(NC=O)C(Cl)(Cl)Cl
KLEK_4229,0,0,0,0,0,NC(NC=O)C=O
KLEK_4230,40,21,1,17,27,NC=C
KLEK_4231,0,0,0,0,0,NC=C1C(=O)CCCC1=O
KLEK_4232,0,0,0,0,0,NC=C1C(=O)CNC1=O
KLEK_4233,0,0,0,0,0,NC=C1C(=O)N(C(=O)c2ccccc12)c3ccccc3
KLEK_4234,0,0,0,0,0,NC=C1C(=O)NC(=O)NC1=O
KLEK_4235,0,0,0,0,0,NC=C1SC(=S)NC1=O
KLEK_4236,1909,854,151,4219,512,NC=O
KLEK_4237,1,0,0,2,7,NC=S
KLEK_4238,0,0,0,0,0,NC1=CC(=O)c2ccccc2C1=O
KLEK_4239,0,0,0,5,0,Nc1ccc([N+](=O)[O-])c2nonc12
KLEK_4240,1,4,0,21,0,Nc1ccc(Br)cc1
KLEK_4241,0,0,0,0,0,Nc1ccc(Br)cc1C=O
KLEK_4242,33,19,7,110,7,Nc1ccc(C=O)cc1
KLEK_4243,14,11,0,7,0,Nc1ccc(cc1)[N+](=O)[O-]
KLEK_4244,5,5,2,3,1,Nc1ccc(cc1)C(=O)O
KLEK_4245,4,3,2,3,3,Nc1ccc(cc1)S(=O)(=O)N
KLEK_4246,7,9,2,4,3,Nc1ccc(cc1)S(=O)=O
KLEK_4247,0,0,0,0,0,Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
KLEK_4248,20,19,0,31,3,Nc1ccc(Cl)c(Cl)c1
KLEK_4249,123,128,2,474,30,Nc1ccc(Cl)cc1
KLEK_4250,0,0,0,0,1,Nc1ccc(Cl)cc1C=O
KLEK_4251,63,46,1,141,4,Nc1ccc(F)cc1
KLEK_4252,2,0,0,9,0,Nc1ccc(I)cc1
KLEK_4253,92,42,26,240,72,Nc1ccc(O)cc1
KLEK_4254,2,1,1,2,1,Nc1ccc2ccccc2c1
KLEK_4255,2,1,0,2,0,Nc1cccc(c1)[N+](=O)[O-]
KLEK_4256,3,4,0,4,2,Nc1cccc(c1)C(=O)O
KLEK_4257,36,28,0,54,3,Nc1cccc(c1)C(F)(F)F
KLEK_4258,259,165,0,786,31,Nc1cccc(Cl)c1
KLEK_4259,160,54,9,439,7,Nc1cccc(O)c1
KLEK_4260,18,10,24,24,62,NC1CCCC1
KLEK_4261,167,59,2,115,1,Nc1cccc2ccccc12
KLEK_4262,34,3,0,4,15,Nc1cccc2cccnc12
KLEK_4263,154,30,11,899,35,NC1CCCCC1
KLEK_4264,8,4,0,6,0,Nc1ccccc1[N+](=O)[O-]
KLEK_4265,1,0,0,0,2,Nc1ccccc1C(=O)O
KLEK_4266,187,68,4,641,6,Nc1ccccc1Cl
KLEK_4267,796,282,59,1394,39,Nc1ccccc1O
KLEK_4268,321,120,0,456,26,Nc1ccccn1
KLEK_4269,0,1,0,0,2,Nc1cnc2ccccc2n1
KLEK_4270,0,0,0,0,0,Nc1cnon1
KLEK_4271,0,0,0,0,0,Nc1nc(Cl)nc(Cl)n1
KLEK_4272,1,0,0,2,0,Nc1nc(cs1)c2ccccc2
KLEK_4273,100,29,2,117,47,Nc1ncccn1
KLEK_4274,10,8,5,92,45,Nc1nccs1
KLEK_4275,0,0,0,0,0,Nc1ncn[nH]1
KLEK_4276,0,0,0,0,0,Nc1ncnc(Cl)n1
KLEK_4277,0,0,0,0,0,Nc1ncnc(n1)N2CCOCC2
KLEK_4278,20,54,0,36,1,Nc1ncncn1
KLEK_4279,0,0,0,0,0,Nc1nncs1
KLEK_4280,241,163,3,359,127,NCC(=O)N
KLEK_4281,0,0,0,0,0,NCC(=O)NN=C
KLEK_4282,2,4,6,34,43,NCC(=O)O
KLEK_4283,394,15,208,50,13,NCC(O)CO
KLEK_4284,303,136,8,526,57,NCC=C
KLEK_4285,247,166,12,375,170,NCC=O
KLEK_4286,1254,774,132,3250,352,NCc1ccccc1
KLEK_4287,80,18,2,125,11,NCc1ccco1
KLEK_4288,12,3,0,40,7,NCc1ccncc1
KLEK_4289,6,3,1,11,38,NCCC(=O)O
KLEK_4290,112,68,5,70,49,NCCC=O
KLEK_4291,7,0,2,12,21,NCCCC(=O)O
KLEK_4292,800,117,229,1066,562,NCCCO
KLEK_4293,2772,1560,54,5076,576,NCCN
KLEK_4294,1365,401,655,1202,242,NCCO
KLEK_4295,32,58,21,148,26,NCCS
KLEK_4296,0,0,0,0,0,NCN1C(=O)c2ccccc2C1=O
KLEK_4297,0,0,0,0,0,NCN1C(=O)CCC1=O
KLEK_4298,0,0,0,0,2,NCn1cnc2ccccc12
KLEK_4299,0,0,0,0,0,NCn1nnc2ccccc12
KLEK_4300,16,4,2,170,2,NN
KLEK_4301,13,4,0,2,2,NN=C
KLEK_4302,0,0,0,0,0,NN=C1C(=O)NC(=O)NC1=O
KLEK_4303,0,0,0,0,0,NN=C1C(=O)NC(=S)NC1=O
KLEK_4304,0,0,0,0,0,NN=C1C(=O)Nc2ccccc12
KLEK_4305,0,0,0,0,0,NN=C1C(C(=NN)c2ccccc12)c3ccccc3
KLEK_4306,0,0,0,0,0,NN=C1C=NN(C1=O)c2ccccc2
KLEK_4307,0,0,0,0,0,NN=C1C=NN(C1=O)c2nc(cs2)c3ccccc3
KLEK_4308,0,0,0,0,0,NN=C1C=NNC1=O
KLEK_4309,0,0,0,0,0,NN=CN=N
KLEK_4310,0,0,0,0,0,NN=N
KLEK_4311,0,0,0,1,0,Nn1cnnc1
KLEK_4312,0,0,0,76,0,NNC(=O)c1ccccc1
KLEK_4313,0,0,0,0,0,NNC(=O)CO
KLEK_4314,2,0,2,69,0,NNC(=O)N
KLEK_4315,0,0,0,0,0,NNC(=S)N
KLEK_4316,3,0,2,166,2,NNC=O
KLEK_4317,2,0,2,165,0,NNc1ccccc1
KLEK_4318,1,1,0,2,0,NNS(=O)=O
KLEK_4319,460,628,58,669,63,NS
KLEK_4320,3,4,0,1,1,NS(=O)(=O)c1ccc(Br)cc1
KLEK_4321,1,0,0,0,0,NS(=O)(=O)c1ccc(cc1)[N+](=O)[O-]
KLEK_4322,2,1,0,13,0,NS(=O)(=O)c1ccc(cc1)c2ccccc2
KLEK_4323,10,15,0,14,2,NS(=O)(=O)c1ccc(Cl)cc1
KLEK_4324,0,0,0,0,0,NS(=O)(=O)c1cccc2nsnc12
KLEK_4325,334,452,23,475,56,NS(=O)(=O)c1ccccc1
KLEK_4326,0,0,0,3,0,NS(=O)(=O)c1ccccc1[N+](=O)[O-]
KLEK_4327,460,628,58,669,63,NS(=O)=O
KLEK_4328,460,628,58,669,63,NS=O
KLEK_4329,0,0,0,3,0,NS(c1ccccc1[N+](=O)[O-])
KLEK_4330,4733,2482,746,8414,1166,O
KLEK_4331,0,0,0,0,0,O[NH2]=O
KLEK_4332,0,0,0,0,0,O=[SH2]=O
KLEK_4333,0,0,0,0,0,O=C(C(=O)c1ccccc1)c2ccccc2
KLEK_4334,0,0,0,0,1,O=C(C=Cc1ccccc1)c2ccccc2
KLEK_4335,2,4,2,20,10,O=C(c1ccccc1)c2ccccc2
KLEK_4336,0,0,0,0,0,O=C(c1ccccc1)c2cnncc2
KLEK_4337,0,0,0,0,0,O=C(NN=Cc1ccccc1)c2ccccc2
KLEK_4338,0,0,0,0,0,O=C(NNC(=O)c1ccccc1)c2ccccc2
KLEK_4339,0,0,0,0,0,O=c1[nH][nH]c(=O)c2ccccc12
KLEK_4340,0,0,0,0,0,O=c1[nH]c(=O)[nH]c(=O)[nH]1
KLEK_4341,0,0,0,0,0,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
KLEK_4342,0,0,0,0,0,O=c1[nH]c(=O)c2cc3c(=O)[nH]c(=O)c3cc12
KLEK_4343,0,0,0,0,0,O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1
KLEK_4344,0,0,0,0,0,O=c1[nH]c(nc2ccccc12)c3ccccc3
KLEK_4345,0,0,0,14,0,O=c1[nH]c2ccccc2[nH]1
KLEK_4346,4,3,0,28,0,O=c1[nH]c2ccccc2o1
KLEK_4347,6,6,0,0,0,O=c1[nH]cnc2ccccc12
KLEK_4348,0,0,0,0,0,O=c1[nH]cnc2n(cnc12)C3CCCO3
KLEK_4349,0,0,0,0,0,O=c1[nH]cnc2sc3CCCCc3c12
KLEK_4350,0,0,0,0,1,O=c1[nH]ncc2ccccc12
KLEK_4351,0,0,0,0,0,O=C1C(=Cc2ccccc12)c3ccccc3
KLEK_4352,0,0,0,0,0,O=C1C(C(=O)c2ccccc12)C3=CC(C(N=N3)c4ccccc4)c5ccccc5
KLEK_4353,0,0,0,0,0,O=C1C(C(=O)c2ccccc12)c3ccccc3
KLEK_4354,0,0,0,0,0,O=c1c(coc2ccccc12)c3ccc4OCCOc4c3
KLEK_4355,0,0,0,0,0,O=c1c(coc2ccccc12)c3ccccc3
KLEK_4356,0,0,0,0,0,O=c1c(coc2ccccc12)c3nc4ccccc4[nH]3
KLEK_4357,0,0,0,0,0,O=C1C=C(C(=O)c2ccccc12)c3ccccc3
KLEK_4358,0,0,0,0,0,O=C1C=CC(=O)C=C1
KLEK_4359,0,0,0,0,0,O=C1C=CC(=O)c2ccccc12
KLEK_4360,0,0,0,0,0,O=C1C=CC(=O)N1c2ccccc2
KLEK_4361,0,0,0,0,0,O=C1C2C(C(C=CC2c3ccccc3)c4ccccc4)C(=O)N1c5ccccc5
KLEK_4362,0,0,0,0,0,O=C1C2C(C3C=CC2C4C3C(=O)N(C4=O)c5ccccc5)C(=O)N1c6ccccc6
KLEK_4363,0,0,0,0,0,O=C1C2C(C3c4ccccc4C2c5ccccc35)C(=O)N1c6ccccc6
KLEK_4364,0,0,0,0,0,O=C1C2C3CC(C=C3)C2C(=O)N1c4ccccc4
KLEK_4365,0,0,0,0,0,O=C1C2C3OC(C=C3)C2C(=O)N1c4ccccc4
KLEK_4366,0,0,0,0,0,O=c1c2cccc3cccc(c4nc5ccccc5n14)c32
KLEK_4367,0,0,0,0,0,O=C1c2ccccc2C(=O)c3ccccc13
KLEK_4368,0,0,0,0,0,O=C1c2ccccc2C(c3ccccc3)(c4ccccc4)c5ccccc15
KLEK_4369,0,1,0,10,0,O=C1c2ccccc2-c3ccccc13
KLEK_4370,0,1,0,1,0,O=C1c2ccccc2-c3ncnc4cccc1c34
KLEK_4371,0,0,0,0,0,O=C1C2CN3CC1CN(C2)C3
KLEK_4372,0,0,0,0,0,O=C1CC(=O)c2ccccc12
KLEK_4373,0,0,0,0,0,O=C1CC(=O)NC(=O)N1
KLEK_4374,0,0,0,0,0,O=C1CC(CN1)c2ccccc2
KLEK_4375,0,0,0,0,0,O=C1CC(N2CCCC2)C(=O)N1c3ccccc3
KLEK_4376,0,0,0,0,0,O=C1CC(N2CCCCC2)C(=O)N1c3ccccc3
KLEK_4377,0,0,0,0,0,O=C1CC(N2CCN(CC2)C3CC(=O)N(C3=O)c4ccccc4)C(=O)N1c5ccccc5
KLEK_4378,0,0,0,0,0,O=C1CC(N2CCN(CC2)c3ccccc3)C(=O)N1c4ccccc4
KLEK_4379,0,0,0,0,0,O=C1CC(N2CCN(CC2)c3ncccn3)C(=O)N1c4ccccc4
KLEK_4380,0,0,0,0,0,O=C1CC(N2CCNCC2)C(=O)N1c3ccccc3
KLEK_4381,0,0,0,0,0,O=C1CC(N2CCOCC2)C(=O)N1c3ccccc3
KLEK_4382,0,0,0,0,0,O=c1cc[nH]c(=O)[nH]1
KLEK_4383,17,2,7,13,1,O=c1cc[nH]cn1
KLEK_4384,0,0,0,0,0,O=c1cc[nH]n1c2ccccc2
KLEK_4385,0,0,0,0,0,O=C1CC=NN1c2ccccc2
KLEK_4386,60,202,0,58,4,O=C1Cc2ccccc2N1
KLEK_4387,58,22,0,47,2,O=C1CCC(=O)N1
KLEK_4388,0,0,0,0,0,O=C1CCC(=O)N1c2cccc3ccccc23
KLEK_4389,1,0,0,0,0,O=C1CCC(=O)N1c2ccccc2
KLEK_4390,0,0,0,0,0,O=C1CCC(O1)c2ccccc2
KLEK_4391,0,0,0,0,0,O=c1ccc2c(c3ccccc3)c4ccccc4oc2c1
KLEK_4392,12,2,59,89,1,O=c1ccc2ccccc2[nH]1
KLEK_4393,74,2,0,36,1,O=c1ccc2ccccc2o1
KLEK_4394,0,0,0,0,0,O=c1ccc2ccccc2s1
KLEK_4395,0,0,0,0,0,O=C1CCCC(=O)C1
KLEK_4396,16,2,59,99,28,O=c1cccc[nH]1
KLEK_4397,0,0,0,0,0,O=C1CCCC=C1
KLEK_4398,6,0,0,0,1,O=C1CCCC1
KLEK_4399,1,0,0,2,0,O=C1CCCc2[nH]ncc12
KLEK_4400,0,0,0,0,0,O=C1CCCC2=C1C(C=CN2)c3ccccc3
KLEK_4401,0,0,0,0,0,O=C1CCCC2=C1C(C=CO2)c3ccccc3
KLEK_4402,0,0,0,0,0,O=C1CCCC2=C1C(Nc3ccc4ccccc4c23)c5ccccc5
KLEK_4403,0,0,0,0,0,O=C1CCCC2=C1C(Nc3ccc4ncccc4c23)c5ccccc5
KLEK_4404,0,0,0,0,0,O=C1CCCc2c1[nH]c3ccccc23
KLEK_4405,0,0,0,0,0,O=C1CCCc2ccsc12
KLEK_4406,0,0,0,0,0,O=C1CCCc2nc3ccccc3cc12
KLEK_4407,4,1,1,1,2,O=C1CCCCC1
KLEK_4408,2,0,0,1,0,O=C1CCCCCN1
KLEK_4409,74,2,0,36,1,O=c1cccco1
KLEK_4410,64,23,0,57,3,O=C1CCCN1
KLEK_4411,2,0,0,2,0,O=C1CCCN1c2ccccc2
KLEK_4412,1,0,0,3,0,O=C1CCCO1
KLEK_4413,0,0,0,0,0,O=c1ccn(C2CCCO2)c(=O)[nH]1
KLEK_4414,0,0,0,0,0,O=C1CCN2C(=C1)Nc3ccccc23
KLEK_4415,28,32,0,9,5,O=c1ccnc[nH]1
KLEK_4416,0,0,0,0,0,O=c1ccnc2ccccn12
KLEK_4417,23,7,0,1,0,O=c1ccoc2ccccc12
KLEK_4418,0,0,0,0,0,O=c1cn[nH]c(=O)[nH]1
KLEK_4419,0,0,0,0,0,O=c1cn[nH]c(=S)[nH]1
KLEK_4420,2,0,0,1,0,O=c1cnc2ccccc2[nH]1
KLEK_4421,3,0,0,0,0,O=C1CNc2ccccc2N1
KLEK_4422,0,0,0,0,0,O=C1CNCC(=O)N1
KLEK_4423,0,0,0,0,0,O=C1CSC(=S)N1
KLEK_4424,0,0,0,0,0,O=C1CSC(N1)c2ccccc2
KLEK_4425,0,0,0,0,0,O=C1CS(c2ccccc12)
KLEK_4426,0,0,0,0,0,O=C1CS(c2ccccc2N1)
KLEK_4427,0,0,0,0,0,O=C1N(C(=O)c2cccc3cccc1c23)c4ccccc4
