KEYS,5ht1a,5ht7,beta2,d2,h1,SMARTS
KLEK_892,0,0,0,0,0,[!#1][NH]C(=O)[NH][CH]([!#1])[CH3]
KLEK_893,0,0,0,0,0,[!#1][NH]C(=O)[NH][CH]([CH2]C(=O)[!#1])C(Cl)(Cl)Cl
KLEK_894,0,0,0,0,0,[!#1][NH]C(=O)[NH][CH2][CH2][CH2][OH]
KLEK_895,0,0,0,0,0,[!#1][NH]C(=O)[NH][CH2][CH2][OH]
KLEK_896,0,1,0,0,0,[!#1][NH]C(=O)[NH][CH3]
KLEK_897,0,0,0,0,0,[!#1][NH]C(=O)[NH][NH]C(=O)[!#1]
KLEK_898,0,0,0,0,0,[!#1][NH]C(=O)[NH][NH]C(=O)[CH2]O[!#1]
KLEK_899,0,0,0,0,0,[!#1][NH]C(=O)[NH][NH]C(=O)O[CH3]
KLEK_900,0,0,0,0,0,[!#1][NH]C(=O)[NH]C(=O)[!#1]
KLEK_901,0,0,0,0,0,[!#1][NH]C(=O)[NH]C(=O)[CH2]O[!#1]
KLEK_902,0,0,0,0,0,[!#1][NH]C(=O)[NH]C(=O)[NH2]
KLEK_903,0,0,0,0,0,[!#1][NH]C(=O)[NH]C(=O)C(Cl)(Cl)Cl
KLEK_904,0,0,0,0,0,[!#1][NH]C(=O)[NH]N=[CH][!#1]
KLEK_905,0,0,0,0,0,[!#1][NH]C(=O)[NH]N=C([!#1])[CH3]
KLEK_906,0,0,0,0,0,[!#1][NH]C(=O)[NH]S(=O)(=O)[!#1]
KLEK_907,0,0,0,0,0,[!#1][NH]C(=O)[NH]S(=O)(=O)[NH][!#1]
KLEK_908,1,1,0,1,0,[!#1][NH]C(=O)[NH2]
KLEK_909,0,0,0,0,0,[!#1][NH]C(=O)C([!#1])([!#1])[NH][!#1]
KLEK_910,0,0,0,4,0,[!#1][NH]C(=O)C([!#1])([!#1])[OH]
KLEK_911,3,0,0,4,0,[!#1][NH]C(=O)C([!#1])(F)F
KLEK_912,3,0,0,6,0,[!#1][NH]C(=O)C([CH3])([CH3])[CH3]
KLEK_913,0,0,0,0,0,[!#1][NH]C(=O)C(=[CH][!#1])[NH]C(=O)[CH3]
KLEK_914,0,0,0,0,0,[!#1][NH]C(=O)C(=[CH]c1[cH][cH][cH][cH][cH]1)[NH]C(=O)[CH3]
KLEK_915,0,0,0,0,0,[!#1][NH]C(=O)C(=[CH2])[CH3]
KLEK_916,0,0,0,0,0,[!#1][NH]C(=O)C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH][cH][cH]c12
KLEK_917,0,0,0,0,0,[!#1][NH]C(=O)C(Cl)(Cl)Cl
KLEK_918,0,0,0,0,0,[!#1][NH]C(=O)C(F)(F)C(F)(F)F
KLEK_919,3,0,0,4,0,[!#1][NH]C(=O)C(F)(F)F
KLEK_920,0,0,0,0,0,[!#1][NH]C(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
KLEK_921,0,0,0,0,0,[!#1][NH]C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
KLEK_922,0,0,0,0,0,[!#1][NH]C(=O)N([!#1])[OH]
KLEK_923,1,0,0,1,0,[!#1][NH]C(=O)N([CH]([CH3])[CH3])[CH]([CH3])[CH3]
KLEK_924,14,3,23,25,0,[!#1][NH]C(=O)O[!#1]
KLEK_925,0,0,0,0,0,[!#1][NH]C(=O)O[CH]([CH3])[CH3]
KLEK_926,0,0,0,0,0,[!#1][NH]C(=O)O[CH2][CH2][CH2][NH]C(=O)[!#1]
KLEK_927,0,0,0,0,0,[!#1][NH]C(=O)O[CH2][CH2][NH]C(=O)[!#1]
KLEK_928,0,0,0,0,0,[!#1][NH]C(=O)O[CH2][CH2][NH]C(=O)O[CH3]
KLEK_929,0,0,0,0,0,[!#1][NH]C(=O)O[CH2][CH2][NH]S(=O)(=O)[!#1]
KLEK_930,0,0,0,0,0,[!#1][NH]C(=O)O[CH2][CH2]O[CH3]
KLEK_931,3,0,0,3,0,[!#1][NH]C(=O)O[CH2][CH3]
KLEK_932,1,1,0,1,0,[!#1][NH]C(=O)O[CH3]
KLEK_933,0,0,0,1,0,[!#1][NH]C(=O)ON=[CH][!#1]
KLEK_934,0,0,0,0,0,[!#1][NH]C(=O)ON=C([CH3])[CH3]
KLEK_935,0,0,0,0,0,[!#1][NH]C(=O)S[CH2]C(=O)[!#1]
KLEK_936,0,0,0,0,0,[!#1][NH]C(=S)[!#1]
KLEK_937,0,0,0,0,0,[!#1][NH]C(=S)[NH][!#1]
KLEK_938,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl
KLEK_939,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH]([!#1])[!#1])C(Cl)(Cl)Cl
KLEK_940,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH]([CH3])[CH3])C(Cl)(Cl)Cl
KLEK_941,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH]=[CH][!#1])C(Cl)(Cl)Cl
KLEK_942,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH]=[CH]c1[cH][cH][cH][cH][cH]1)C(Cl)(Cl)Cl
KLEK_943,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH2][CH]([CH3])[CH3])C(Cl)(Cl)Cl
KLEK_944,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH2][CH2][CH2][CH2][CH2][CH3])C(Cl)(Cl)Cl
KLEK_945,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH2][CH2][CH2][CH2][CH3])C(Cl)(Cl)Cl
KLEK_946,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH2][CH2][CH3])C(Cl)(Cl)Cl
KLEK_947,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH2][CH3])C(Cl)(Cl)Cl
KLEK_948,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH2]F)C(Cl)(Cl)Cl
KLEK_949,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)[CH3])C(Cl)(Cl)Cl
KLEK_950,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH]([NH]C(=O)C([CH3])([CH3])[CH3])C(Cl)(Cl)Cl
KLEK_951,0,0,0,0,0,[!#1][NH]C(=S)[NH][CH](N=C([!#1])O[CH3])C(Cl)(Cl)Cl
KLEK_952,0,0,0,0,0,[!#1][NH]C(=S)[NH]C(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F
KLEK_953,0,0,0,0,0,[!#1][NH]C(=S)[NH]C(=N[CH2]S(=O)(=O)[!#1])[!#1]
KLEK_954,0,0,0,0,0,[!#1][NH]C(=S)[NH]C(=O)[!#1]
KLEK_955,0,0,0,0,0,[!#1][NH]C(=S)[NH]C(=O)[CH]=[CH][!#1]
KLEK_956,0,0,0,0,0,[!#1][NH]C(=S)[NH]C(=O)[CH]=[CH]c1[cH][cH][cH][cH][cH]1
KLEK_957,0,0,0,0,0,[!#1][NH]C(=S)[NH]C(=O)[CH]=[CH]c1[cH][cH][cH]o1
KLEK_958,0,0,0,0,0,[!#1][NH]C(=S)[NH]C(=O)[CH]=[CH]c1[cH][cH]c(F)[cH][cH]1
KLEK_959,0,0,0,0,0,[!#1][NH]C(=S)[NH]C(=O)[CH]=[CH]c1[cH][cH]c(O[CH3])c(O[CH3])[cH]1
KLEK_960,0,0,0,0,0,[!#1][NH]C(=S)[NH]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[!#1]
KLEK_961,0,0,0,0,0,[!#1][NH]C(=S)[NH]N=[CH][!#1]
KLEK_962,0,0,0,0,0,[!#1][NH]C(=S)[NH]N=C([!#1])[CH3]
KLEK_963,0,0,0,0,0,[!#1][NH]C(=S)[NH2]
KLEK_964,0,0,0,0,0,[!#1][NH]C(=S)O[CH2][CH2][CH3]
KLEK_965,0,0,0,0,0,[!#1][NH]C(=S)SC([!#1])([!#1])C(=O)[!#1]
KLEK_966,8,0,1,0,0,[!#1][NH]C1([CH2][CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2]1)[CH2]3
KLEK_967,0,0,0,0,0,[!#1][NH]C1([CH2][CH2][CH2][CH2][CH2]1)C(=O)[!#1]
KLEK_968,0,0,0,0,0,[!#1][NH]C1([CH2][CH2][CH2][CH2][CH2]1)c2nnnn2[!#1]
KLEK_969,0,0,0,0,0,[!#1][NH]C1([CH2][CH2][CH2][CH2]1)C(=O)[!#1]
KLEK_970,0,0,0,0,0,[!#1][NH]C1([CH3])C(=O)c2[cH][cH][cH][cH]c2C1=O
KLEK_971,0,0,0,0,0,[!#1][NH]C1(C(=O)c2[cH][cH][cH][cH]c2C1=O)c3[cH][cH][cH][cH][cH]3
KLEK_972,6,1,0,5,0,[!#1][NH]c1[cH][cH][cH][cH][cH]1
KLEK_973,14,60,8,53,20,[!#1][NH]c1[cH][cH][cH][cH]c1[!#1]
KLEK_974,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1[CH2][CH3]
KLEK_975,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1[CH3]
KLEK_976,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1[N+](=O)[O-]
KLEK_977,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1[NH][!#1]
KLEK_978,2,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1[OH]
KLEK_979,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1Br
KLEK_980,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1C([!#1])([!#1])C(=O)[!#1]
KLEK_981,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1C([OH])([CH2]C(=N[NH]C(=O)[CH2]O[!#1])[CH3])C(=O)[!#1]
KLEK_982,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1C(=N[!#1])C(=O)[!#1]
KLEK_983,2,0,0,1,1,[!#1][NH]c1[cH][cH][cH][cH]c1C(=O)[!#1]
KLEK_984,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1C(=O)[OH]
KLEK_985,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1C(F)(F)F
KLEK_986,0,0,0,1,0,[!#1][NH]c1[cH][cH][cH][cH]c1Cl
KLEK_987,1,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1F
KLEK_988,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1I
KLEK_989,3,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1O[!#1]
KLEK_990,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH][cH]c1S[CH]([CH2]C(=O)[!#1])C(=O)[!#1]
KLEK_991,2,0,0,7,0,[!#1][NH]c1[cH][cH][cH][cH]n1
KLEK_992,66,14,5,14,0,[!#1][NH]c1[cH][cH][cH]c([!#1])[cH]1
KLEK_993,2,0,5,0,0,[!#1][NH]c1[cH][cH][cH]c([cH]1)[CH]([!#1])[!#1]
KLEK_994,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]
KLEK_995,1,2,0,0,0,[!#1][NH]c1[cH][cH][cH]c([cH]1)C(=O)[!#1]
KLEK_996,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c([cH]1)C(=O)[CH3]
KLEK_997,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c([cH]1)C(=O)[OH]
KLEK_998,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c([cH]1)C(F)(F)F
KLEK_999,0,0,0,1,0,[!#1][NH]c1[cH][cH][cH]c([CH3])[cH]1
KLEK_1000,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c([CH3])c1[CH3]
KLEK_1001,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c([NH][!#1])[cH]1
KLEK_1002,0,1,0,0,0,[!#1][NH]c1[cH][cH][cH]c([OH])[cH]1
KLEK_1003,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c(Br)[cH]1
KLEK_1004,0,0,0,2,0,[!#1][NH]c1[cH][cH][cH]c(Cl)[cH]1
KLEK_1005,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c(Cl)c1[CH3]
KLEK_1006,1,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c(Cl)c1Cl
KLEK_1007,2,1,0,0,0,[!#1][NH]c1[cH][cH][cH]c(F)[cH]1
KLEK_1008,3,0,0,4,0,[!#1][NH]c1[cH][cH][cH]c(O[!#1])[cH]1
KLEK_1009,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c2[cH][cH][cH][cH]c12
KLEK_1010,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c2[cH][cH][cH]nc12
KLEK_1011,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c2c([NH][!#1])[cH][cH][cH]c12
KLEK_1012,0,0,0,0,0,[!#1][NH]c1[cH][cH][cH]c2C(=O)c3[cH][cH][cH][cH]c3C(=O)c12
KLEK_1013,24,0,20,38,1,[!#1][NH]c1[cH][cH]c([!#1])[cH][cH]1
KLEK_1014,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([!#1])[cH]c1[CH3]
KLEK_1015,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([!#1])[cH]c1[N+](=O)[O-]
KLEK_1016,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([!#1])c([cH]1)S(=O)(=O)c2[cH]c([NH][!#1])[cH][cH]c2[!#1]
KLEK_1017,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([CH]([!#1])[!#1])c([cH]1)S(=O)(=O)[OH]
KLEK_1018,5,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH][cH]1)[CH]([!#1])[!#1]
KLEK_1019,2,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH][cH]1)[CH]([CH3])[CH3]
KLEK_1020,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
KLEK_1021,2,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH][cH]1)C(=O)[!#1]
KLEK_1022,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH][cH]1)C(=O)[CH3]
KLEK_1023,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH][cH]1)C(=O)[OH]
KLEK_1024,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[!#1]
KLEK_1025,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH]c1[N+](=O)[O-])[N+](=O)[O-]
KLEK_1026,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH]c1[N+](=O)[O-])C(=O)[OH]
KLEK_1027,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([cH]c1C(=N[NH]C(=O)[CH2]O[!#1])C(=O)[!#1])[N+](=O)[O-]
KLEK_1028,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([CH2][CH2]c2[cH][cH][cH][cH]c2[!#1])c([NH][!#1])[cH]1
KLEK_1029,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([CH2]c2[cH][cH]c([NH][!#1])[cH][cH]2)[cH][cH]1
KLEK_1030,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([CH3])[cH][cH]1
KLEK_1031,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([CH3])[cH]c1[CH3]
KLEK_1032,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([CH3])[cH]c1[N+](=O)[O-]
KLEK_1033,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([CH3])c([cH]1)[N+](=O)[O-]
KLEK_1034,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([CH3])c([CH3])[cH]1
KLEK_1035,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([CH3])c([NH][!#1])[cH]1
KLEK_1036,0,0,0,4,0,[!#1][NH]c1[cH][cH]c([N+](=O)[O-])c2nonc12
KLEK_1037,2,0,0,0,0,[!#1][NH]c1[cH][cH]c([NH][!#1])[cH][cH]1
KLEK_1038,0,0,0,0,0,[!#1][NH]c1[cH][cH]c([OH])[cH][cH]1
KLEK_1039,0,0,0,2,0,[!#1][NH]c1[cH][cH]c(Br)[cH][cH]1
KLEK_1040,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(Br)[cH]c1C(=O)[!#1]
KLEK_1041,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(Br)[cH]n1
KLEK_1042,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(Cl)[cH][cH]1
KLEK_1043,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(Cl)[cH]c1[N+](=O)[O-]
KLEK_1044,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(Cl)[cH]c1C(=O)[!#1]
KLEK_1045,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(Cl)[cH]c1Cl
KLEK_1046,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(Cl)[cH]n1
KLEK_1047,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(Cl)c([cH]1)[N+](=O)[O-]
KLEK_1048,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(Cl)c(Cl)[cH]1
KLEK_1049,1,0,0,0,0,[!#1][NH]c1[cH][cH]c(F)[cH][cH]1
KLEK_1050,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(F)c(Cl)[cH]1
KLEK_1051,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(I)[cH][cH]1
KLEK_1052,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(N([!#1])[CH2][CH3])c2c([cH][cH][cH]c12)C(=O)[!#1]
KLEK_1053,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(N=Nc2[cH][cH][cH][cH][cH]2)[cH][cH]1
KLEK_1054,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(N=Nc2[cH][cH][cH][cH]c2[CH3])[cH]c1[CH3]
KLEK_1055,3,0,12,3,1,[!#1][NH]c1[cH][cH]c(O[!#1])[cH][cH]1
KLEK_1056,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(O[!#1])[cH]c1[N+](=O)[O-]
KLEK_1057,0,0,0,0,0,[!#1][NH]c1[cH][cH]c(O[CH3])nn1
KLEK_1058,0,0,0,0,0,[!#1][NH]c1[cH][cH]c2[cH][cH][cH][cH]c2[cH]1
KLEK_1059,0,0,0,0,0,[!#1][NH]c1[cH][cH]c2[cH][cH][cH]c([OH])c2n1
KLEK_1060,0,0,0,0,0,[!#1][NH]c1[cH][cH]c2[CH2][CH2]c3[cH][cH][cH][cH]c3N([!#1])c2[cH]1
KLEK_1061,0,0,0,0,0,[!#1][NH]c1[cH][cH]c2c([cH]1)oc3[cH][cH][cH][cH]c32
KLEK_1062,0,0,0,0,0,[!#1][NH]c1[cH][cH]c2nc([!#1])[nH]c2[cH]1
KLEK_1063,0,0,0,0,0,[!#1][NH]c1[cH][cH]c2nonc2c1[N+](=O)[O-]
KLEK_1064,0,0,0,0,0,[!#1][NH]c1[cH][cH]c2O[CH2]Oc2[cH]1
KLEK_1065,0,0,0,0,0,[!#1][NH]c1[cH][cH]c2oc([!#1])nc2[cH]1
KLEK_1066,1,0,0,2,0,[!#1][NH]c1[cH][cH]n[cH][cH]1
KLEK_1067,0,0,0,0,0,[!#1][NH]c1[cH][cH]nc2[cH]c3[cH][cH][cH][cH]c3[cH]c12
KLEK_1068,0,0,0,0,0,[!#1][NH]c1[cH]c([!#1])nc2[cH][cH][cH][cH]c12
KLEK_1069,0,0,0,0,0,[!#1][NH]c1[cH]c([cH][cH]c1[CH3])[N+](=O)[O-]
KLEK_1070,0,0,0,0,0,[!#1][NH]c1[cH]c([cH][cH]c1C(=O)[OH])[N+](=O)[O-]
KLEK_1071,0,0,0,0,0,[!#1][NH]c1[cH]c([cH][cH]c1Cl)C(F)(F)F
KLEK_1072,0,0,0,0,0,[!#1][NH]c1[cH]c([cH]c([cH]1)[N+](=O)[O-])C(=O)[OH]
KLEK_1073,0,0,0,0,0,[!#1][NH]c1[cH]c([cH]c([cH]1)C(=O)[OH])C(=O)[OH]
KLEK_1074,0,0,0,0,0,[!#1][NH]c1[cH]c([CH3])[cH][cH]c1[CH3]
KLEK_1075,0,0,0,0,0,[!#1][NH]c1[cH]c([CH3])[cH][cH]n1
KLEK_1076,0,0,0,0,0,[!#1][NH]c1[cH]c([CH3])[cH]c([CH3])[cH]1
KLEK_1077,0,0,0,0,0,[!#1][NH]c1[cH]c([CH3])nc2[cH][cH][cH][cH]c12
KLEK_1078,0,0,0,0,0,[!#1][NH]c1[cH]c(Cl)[cH][cH]c1Cl
KLEK_1079,0,0,0,2,0,[!#1][NH]c1[cH]c(Cl)[cH][cH]c1O[!#1]
KLEK_1080,0,0,0,0,0,[!#1][NH]c1[cH]c(O[!#1])c(O[!#1])[cH]c1C(=O)[!#1]
KLEK_1081,0,0,0,0,0,[!#1][NH]c1[cH]c(O[CH3])nc(O[CH3])n1
KLEK_1082,0,0,0,0,0,[!#1][NH]c1[cH]nc2[cH][cH][cH][cH]c2[cH]1
KLEK_1083,0,0,0,0,0,[!#1][NH]c1[nH]nc([CH3])c1[N+](=O)[O-]
KLEK_1084,0,0,0,0,0,[!#1][NH]C1=[CH]C(=O)c2[cH][cH][cH][cH]c2C1=O
KLEK_1085,0,0,0,0,0,[!#1][NH]c1c([cH][cH]c2nonc12)[N+](=O)[O-]
KLEK_1086,0,0,0,0,0,[!#1][NH]c1c([cH]c([cH]c1[N+](=O)[O-])[N+](=O)[O-])C(=O)[OH]
KLEK_1087,0,0,0,0,0,[!#1][NH]c1c([cH]c([cH]c1[N+](=O)[O-])C(=O)[OH])[N+](=O)[O-]
KLEK_1088,0,0,0,0,0,[!#1][NH]c1c([cH]c([N+](=O)[O-])c2[cH][cH][cH][cH]c12)[N+](=O)[O-]
KLEK_1089,0,0,0,0,0,[!#1][NH]c1c([CH3])[cH][cH][cH]c1[CH3]
KLEK_1090,0,0,0,0,0,[!#1][NH]c1c([CH3])[cH]c([CH3])[cH]c1[CH3]
KLEK_1091,0,0,0,0,0,[!#1][NH]c1c([CH3])c([CH2][CH3])nc2[cH][cH][cH][cH]c12
KLEK_1092,0,0,0,0,0,[!#1][NH]c1c([CH3])n([!#1])n([!#1])c1=O
KLEK_1093,0,0,0,0,0,[!#1][NH]c1c([N+](=O)[O-])c(=O)oc2[cH][cH][cH][cH]c12
KLEK_1094,0,0,0,0,0,[!#1][NH]c1c2[cH][cH][cH][cH]c2nc3[cH][cH][cH][cH]c13
KLEK_1095,0,0,0,0,0,[!#1][NH]c1c2[CH2][CH2][CH2]c2nc3[cH][cH][cH][cH]c13
KLEK_1096,0,0,0,0,0,[!#1][NH]c1c2[CH2][CH2][CH2]c2nc3[CH2][CH2][CH2][CH2]c13
KLEK_1097,0,0,0,14,0,[!#1][NH]c1n[cH][cH][cH]n1
KLEK_1098,0,0,0,0,0,[!#1][NH]c1n[cH][cH]nc1O[CH3]
KLEK_1099,0,0,0,0,1,[!#1][NH]c1n[cH][cH]s1
KLEK_1100,0,0,0,0,0,[!#1][NH]c1n[cH][nH]n1
KLEK_1101,0,0,0,0,0,[!#1][NH]c1n[cH]nc2n([!#1])[cH]nc12
KLEK_1102,0,0,0,0,0,[!#1][NH]c1n[cH]nc2sc3[CH2][CH2][CH2][CH2]c3c12
KLEK_1103,0,0,0,0,0,[!#1][NH]c1n[nH]c(=O)[nH]c1=O
KLEK_1104,0,0,0,1,0,[!#1][NH]c1nc([!#1])[cH]s1
KLEK_1105,0,15,0,0,0,[!#1][NH]c1nc([!#1])nc([!#1])n1
KLEK_1106,0,0,0,0,0,[!#1][NH]c1nc([!#1])nc(Cl)n1
KLEK_1107,0,0,0,0,0,[!#1][NH]c1nc([!#1])nc(n1)N2[CH2][CH2]O[CH2][CH2]2
KLEK_1108,0,0,0,0,0,[!#1][NH]c1nc([!#1])nc(O[CH](C(F)(F)F)C(F)(F)F)n1
KLEK_1109,0,0,0,1,0,[!#1][NH]c1nc([cH]s1)c2[cH][cH][cH][cH][cH]2
KLEK_1110,0,0,0,0,0,[!#1][NH]c1nc([cH]s1)c2[cH][cH]c([!#1])[cH][cH]2
KLEK_1111,0,0,0,0,0,[!#1][NH]c1nc([CH3])[cH]c([CH3])n1
KLEK_1112,0,0,0,0,0,[!#1][NH]c1nc(Cl)nc(Cl)n1
KLEK_1113,0,0,0,0,0,[!#1][NH]c1nc(O[CH](C(F)(F)F)C(F)(F)F)nc(O[CH](C(F)(F)F)C(F)(F)F)n1
KLEK_1114,0,0,0,0,4,[!#1][NH]c1nc2[cH][cH][cH][cH]c2n1[!#1]
KLEK_1115,0,0,0,0,0,[!#1][NH]c1nc2[cH][cH][cH][cH]c2nc1[!#1]
KLEK_1116,0,0,0,0,0,[!#1][NH]c1nc2[cH][cH][cH][cH]c2nc1[NH][!#1]
KLEK_1117,0,0,0,0,0,[!#1][NH]c1nc2[cH][cH][cH][cH]c2s1
KLEK_1118,0,0,0,0,0,[!#1][NH]c1nc2[CH2][CH2][CH2][CH2]c2s1
KLEK_1119,0,0,0,0,0,[!#1][NH]c1nc2nonc2nc1[!#1]
KLEK_1120,0,0,0,0,0,[!#1][NH]c1nnc([CH2][CH3])s1
KLEK_1121,0,0,0,0,0,[!#1][NH]c1nnc([CH3])s1
KLEK_1122,0,0,0,0,0,[!#1][NH]c1sc([CH3])c([CH3])c1C(=O)[!#1]
KLEK_1123,0,0,0,0,0,[!#1][NH]c1sc2[CH2][CH2][CH2][CH2]c2c1C(=O)[!#1]
KLEK_1124,3,0,0,36,0,[!#1][NH]N([!#1])[!#1]
KLEK_1125,3,0,0,0,0,[!#1][NH]N=[CH][!#1]
KLEK_1126,0,0,0,0,0,[!#1][NH]N=C([!#1])[!#1]
KLEK_1127,0,0,0,0,0,[!#1][NH]N=C([!#1])[CH3]
KLEK_1128,0,0,0,0,0,[!#1][NH]N=C([!#1])N=N[!#1]
KLEK_1129,0,0,0,0,0,[!#1][NH]N=C1C(=N[NH]C1=O)[!#1]
KLEK_1130,0,0,0,0,0,[!#1][NH]N=C1C(=NN(C1=O)c2[cH][cH][cH][cH][cH]2)[!#1]
KLEK_1131,0,0,0,0,0,[!#1][NH]N=C1C(=NN(C1=O)c2nc([cH]s2)c3[cH][cH][cH][cH][cH]3)[!#1]
KLEK_1132,0,0,0,0,0,[!#1][NH]N=C1C(=O)[NH]C(=O)[NH]C1=O
KLEK_1133,0,0,0,0,0,[!#1][NH]N=C1C(=O)[NH]C(=S)[NH]C1=O
KLEK_1134,0,0,0,0,0,[!#1][NH]N=N[!#1]
KLEK_1135,0,0,0,0,0,[!#1][NH]n1[cH]nn[cH]1
KLEK_1136,0,0,0,0,0,[!#1][NH]P(=O)(O[CH]([CH3])[CH3])O[CH]([CH3])[CH3]
KLEK_1137,0,0,0,0,0,[!#1][NH]P(=O)(O[CH2][CH]([CH3])[CH3])O[CH2][CH]([CH3])[CH3]
KLEK_1138,0,0,0,0,0,[!#1][NH]P(=O)(O[CH2][CH3])O[CH2][CH3]
KLEK_1139,122,270,11,279,25,[!#1][NH]S(=O)(=O)[!#1]
KLEK_1140,0,0,0,0,0,[!#1][NH]S(=O)(=O)[CH2][CH]=[CH2]
KLEK_1141,9,7,6,15,0,[!#1][NH]S(=O)(=O)[CH3]
