smiles,qed
O=C1C2=CC=C(Cl)C=C2CCC13CCC4=CC=CC=C4C=C3,0.6603039371473011
COC1=CC=CC2=C1CCCN2CCCN3CCN(C4=C5C=C(Cl)C=C4)CC3C5CC,0.6160464318067458
N#CC1=CC=C2C(=C1)C3NCC2=C3C#C,0.6336602175257844
CCCNCCCCC(=O)NC1=CC=C(Cl)C=C1,0.7092884825880627
CC1=CC=C(OCCNCCCC2=CC=CC=C2C)C1C,0.7285840477796924
CCCN(CCC)C1CCC2=CC(O)=CC=C2C1=CCCCCOC,0.6037810464914308
COC1=CC=CC=C1N2CCN(CC3CCCCC3C)C=C2,0.8318334908179859
CC(N)CC1=C[NH1]C2=CC=CC=C12,0.7185527164618344
OC1=CC=CC(=C1)C2N3CCC4=CC=CC5=C4C352,0.7677430408378941
N#CC1=CC=CC(CN2CCCC(C3C4=CC=CC=C4)C2)=C13,0.7950781510971229
ClC1=CC=C(N2CCN(CC3=C[NH1]C4=CC=CC=C34)CC2)C=C1,0.7814216191261616
CCCNCC1CCC2=C(C=CC=C2C3C)C13C,0.7964018616349197
C1CCN2CCC(C3=CC=CC4=CC=CC=C34)CC21CC,0.750567157459774
CN(C)CCCN1C2=CC=CC=C2SC3=CC=C(Br)C=C31,0.7545727596874737
CCCN1CCC2=CC=CC=C2C1CC3=CC=CC(O)=C3,0.9171346596651663
CN(C)CCCN1C2=CC=CC=C2SC3=CC=C(Cl)C=C31,0.7918053413291345
CCCN(CCC)C1CCC2=C(C)C=CC=C2C1,0.7583451769231847
CC1=CC=CC(NC(=O)CCN2CCN(C3=CC=CC=N3)CC2)=C1O,0.8172653561096362
NCCCC1=CC=CC(F)=C1CC=NC,0.7379758335029036
CCCN1CCC2=CC=CC=C2C1CC3=CC=C(O)C(O4)=C3C4COC,0.8515051080648646
CC1CC2=CC=CC=C2N1C3C(=O)N4CCN(CC5=CC=C6C(=C5)OCO6)CC43,0.7514282949263863
COC1=CC=CC=C1NCC=C,0.6874851543750707
N#CC1=CC=C(CN2CCC(OCC3=CC=C(F)C=C3)CC24C)C14,0.8524198330038907
C=1OC=CC=CC=1COC2=CC=CC=C2CCC3=CC=CC=N3,0.8000740442414782
COC1=CC=CC(C(=O)NCCN2CCN(C3=CC=CC=C3)CC2)=C1C,0.8669004614987624
O=C1C2=CC=CC=C2CCC1CCCNC=3CC(C4=CC=CC=C4)CC=3CO,0.69410771742196
CC1=NN=C(C2=CC=C(Cl)C)C2=C1,0.6944837078559772
CC1=CC=C(CN2CCOC(CCC3=CC=CC=C3)C2C)C1=C,0.8099013433047512
OC1=CC=CC=C1N2CCN(CC3=CC=CS3)CC2(C)O,0.9144138119471396
COC1=CC=CC=C1NCCN(CCCCC=2C=O)C=2,0.8098203606605743
C=CC=C1CC(CN2CCCCC2)=C[NH1]1,0.7592248780089467
O=C1C2=CC=CC=C2S(=O)N1NCC3NCCN(CC4=CC=C=N4)CC3O,0.626055724260511
CN1CCC2=CC=CC=C2C1C3=CC=CC4=C3C4,0.6259678119552864
CN(C)CCCN1C2=CC=CC=C2SC3=CC=C(Cl)C=C31,0.7918053413291345
COC1=CC=C(Br)C=C1C=NC(CN2CCN(C3=CC=CC=C3)C4C2)=N4,0.724414268062738
CCN(C)CCC1=C(C2=CC=CC=C2)[NH1]C3=CC=CC=C13,0.735745474267515
CCCN(CCC)C1CCC2=C[NH1]C=C2C1,0.8079644042635651
C=1OC=CC=CC=1C(=O)NCCN2CCN(C3=CC=C(F)C=C3)CC2=C,0.8817703844153256
CN1CCC2=CC=CC=C2C1CC3=CC=C(O)C(O)=C3,0.8239159883667072
C=CCN1CCC2C3=CC=CC(O)=C3CCC21,0.7881203457014493
OC1=CC=CC=C1C2=CC=CC=C2C(C)CCC3CC3,0.7727487663339796
COC1=CC(N)=C(Cl)C=C1C(=O)NCC2CCN(C3C=C=CC=C3C)C2,0.6146249932447364
O=C(CCCN1CCN(C2=CC=C(Cl)C=C2)CC1)C3=CC=C(F)C=C3C,0.6916717573936816
C=CCN1CCCC1CNC(=O)C2=CC(C)=CC=C2OCCC,0.7491088794756087
CC1CN2CCC(C3=CC=CC4=CC=CC=C34)C=C21,0.7331356922313634
CCCN1CCC(C2=N[NH1]C3CC=C=C=C23)C=C1,0.767082787649036
COC1=CC=CC=C1NC2CN(CCCCCC(=O)C=3CCC4=CC=NN4C=3)C=C2,0.6017049271032122
COC1=CC=CC=C1NCC=2N(C)CCC=2,0.8390770043081591
CCCNCC1=CC=CC2=C1C2CC=CC3=CCC=CC(O)=C3O,0.6322681107460643
CCCN(CCC)CC1CCC=2C=CCC=2C1=C,0.6729460367349888
COC1=CC=C(C(=O)CCCC2CCC3=CC=CC=C3C2)C=C1C,0.6865102425596393
COC1=CC=CC2=C1NCCN(CC3=CC=CC(CC)F)C23C,0.9120664251259784
CCNC(=O)N1C=CC=CC1=C,0.6270925672198696
C=CCN1CCCC1CNC(=O)C2=CC(Br)=CC(CC)=C2OC,0.7365134185857481
O=C(CCCN1CCC(O)(C2=CC=C(Cl)C=C2)CC1C)C(C)(C)C,0.8538589030888483
C1#CC=CC=CC1(C(=O)NCCN2CCN(C3=CC=CC(Cl)=C3Cl)CC2=C)OCC,0.6500315013545612
CNCCN(C=CC=CC=CCl)CC,0.6549939287767886
ClC1=CC=CC=C1OCCCN2CCCCCC2,0.7483696556300058
OC(C1=CC=C(Cl)C=C1)CCC(CC2C[NH1])=C3C=CC=C=C23,0.8043702085477111
OC(C1=CC=CC(Cl)=C1)Cl,0.6531916504840252
CNCC1N(C2=NC3=CC(Cl)=CC=C3NC4=CC=CC=C42)CC1O,0.7851163627519404
OC1=CC=CC=C1N2CCN(C=3C4=CC=CC=C4)CC2=3,0.9031746092517204
CCN(CC)CC=CC=CC=C(C)C(F)F,0.602221142277195
ClC1=CC=C(N2CCN(CC3=C[NH1]C4=CC=CC=C34)CC2)C=C1,0.7814216191261616
N#CC1=CC=C2C(=C1)CNCC2,0.6155499184752349
N#CC1=CC=C2[NH1]C=C(CN3CCN(C4=C5C=CC=C4Cl)CC36C2)C16C5CC,0.7884162873060371
CN1CCC2=CC=CC=C2C1CC=CC=CC(C)=C,0.7233450501523095
CCCNCCC1=C2C=CC=C1O2,0.6038463841743891
CCCN1CCN(C2=CC=CC=C2)CC1C=C=CC,0.7625470681041104
CN1CCC2=CC=CC=C2C1CC3=CC=CC=C3C,0.7851232838839908
COC1=CC=CC=C1NCC#C,0.6816498803079775
CN1CCC2=CC=CC3=C2C1CC4=CC=CC(=C43)COCOC,0.6365697102097099
COC1=CC=CC(=C1C)C=O,0.6008727614948887
C1C(=O)NC1(C)CCC2CCN(C3=CC=CC=C3)CC2CC,0.8427510467992938
CCCN(CCC)C1CCC2=C[NH1]C=C2C1O,0.8241683333364875
CCCN1CCC2C=C(C)COC=C2C1CC,0.6955081042320855
COC1=CC=CC=C1N2CCN(CCCCN3C(=O)CC4=CC=CC=C43)CC2,0.692517628123026
COC1=CC=CC=C1NCCN(CCCN2C(=O)C3=CC=CC=C3C2=O)C,0.6907418001503994
CC1CC2=CC=CC=C2N1C(=O)CN3CCN(CC4=CC=C(Cl)C=C4)CC3(C)CCC,0.6336221355057594
CCCN1CCC2C3=C(O)C=CC=C3CCC21,0.8456644814012428
CN(C)CCOC1=CC=CC=C1CC2=CC=CC3=C2C=CC=C3CC,0.6074793847259377
CCCNCCCC(C1=CC=CC(S(C)(=O)=O)=C12)C2,0.7811724867610806
CCCN1CCC2C3=C(C)C=CC=C3OCC21O,0.8699490458042549
CCN(CC)CCN1CCN(C2=CC=CC(Cl)=C2)C1=O,0.8066418280952954
FC1=CC=CC(=C1)CC(CC2=CC3)NN23,0.7904598525118557
CN1CCC2=CC=CC3=C2C1CC4=CC=C(O)C(O)=C43,0.7213394581196795
C=CC=C(NCC1N(CC2CCCN(CC=CC3C=N3)CC2)CC14)CC4C,0.7310903108075285
