fps,smiles,qed
"[0, 1, 33, 296, 297, 340, 343, 346, 362, 374, 466, 565, 619, 663, 699, 838, 1147, 1617, 1645, 2023, 2190, 2259, 2261, 3024, 3152, 3162, 3178, 3190, 3223, 3381, 3395, 3401, 3439, 3545, 3595, 3608, 3639, 3659, 3681, 3700, 3705, 3707, 3711, 3728, 3729, 3732, 3743, 3749, 3750, 3751, 3756, 3772, 3780, 3781, 3785, 3787, 3883, 3920, 3925, 3955, 4018, 4031, 4079, 4192, 4253, 4286, 4300, 4328, 4330, 4551]",O=C(NOCC1=CCCF)C=C1F,0.708050856641224
"[16, 207, 296, 343, 443, 565, 604, 609, 637, 647, 668, 838, 1155, 1565, 2262, 2427, 2584, 2974, 3024, 3162, 3223, 3454, 3547, 3639, 3670, 3681, 3691, 3720, 3729, 3732, 3740, 3741, 3749, 3750, 3751, 3756, 3758, 3772, 3781, 3787, 3883, 3914, 3921, 3925, 3927, 3942, 4112, 4327, 4330, 4762, 4842]",CNCCC(CCCC1=O)C1C,0.6949956343592246
"[0, 15, 296, 306, 340, 354, 362, 437, 466, 604, 646, 1143, 1144, 1587, 1591, 1644, 2261, 2262, 2546, 2666, 2711, 2975, 3024, 3152, 3223, 3433, 3639, 3646, 3681, 3691, 3711, 3728, 3739, 3740, 3741, 3749, 3750, 3751, 3756, 3772, 3781, 3787, 3788, 3868, 3881, 3883, 3891, 3920, 3925, 3936, 3942, 3999, 4058, 4079, 4236, 4286, 4292, 4293, 4330, 4733]",COC1=CC=CC(=C1)CCCC2NCCCC2C,0.8606937114624037
"[32, 160, 207, 296, 340, 343, 362, 466, 604, 676, 1143, 1563, 1587, 1786, 2124, 2258, 2259, 2435, 2563, 2672, 2974, 3024, 3149, 3156, 3294, 3335, 3359, 3392, 3414, 3528, 3639, 3659, 3660, 3701, 3709, 3717, 3739, 3740, 3741, 3749, 3750, 3751, 3755, 3787, 3881, 3925, 3936, 3942, 3955, 4052, 4079, 4155, 4168, 4267, 4280, 4286, 4494, 4746, 4842]",O=C(NC1=CC=CC=C1F)N2CCC3(CC2)OCCO3,0.8576531964079448
"[0, 296, 343, 345, 425, 457, 479, 604, 619, 637, 639, 668, 676, 838, 1192, 1437, 1456, 1620, 2154, 2259, 2666, 3024, 3155, 3223, 3536, 3559, 3601, 3605, 3624, 3646, 3658, 3670, 3680, 3703, 3705, 3728, 3732, 3743, 3749, 3750, 3751, 3772, 3781, 3820, 3881, 3883, 3925, 3927, 3942, 3947, 4005, 4236, 4293, 4325, 4328, 4812]",COC1=CC=C(Br)C=C1C(=O)N=O,0.750026191111533
"[0, 15, 296, 340, 367, 437, 503, 565, 604, 646, 664, 668, 838, 1140, 1152, 1192, 1749, 1786, 1823, 2261, 2546, 2549, 2713, 3024, 3178, 3223, 3547, 3639, 3658, 3691, 3705, 3734, 3741, 3749, 3750, 3756, 3758, 3763, 3772, 3808, 3881, 3883, 3925, 3941, 3942, 3955, 4018, 4058, 4079, 4249, 4261, 4263, 4267, 4292, 4293, 4330, 4751, 4842]",C=1C2=CC(Br)=CC=C2OC(=O)N(CCCN3CCOCC34)C4=1,0.7091887807122573
"[1, 15, 296, 297, 340, 363, 381, 386, 437, 465, 466, 606, 607, 619, 677, 1143, 1153, 2261, 2434, 2974, 3190, 3223, 3294, 3368, 3524, 3590, 3639, 3659, 3705, 3732, 3739, 3740, 3743, 3749, 3751, 3762, 3772, 3781, 3868, 3881, 3914, 3918, 3925, 3936, 3941, 3955, 3999, 4018, 4079, 4236, 4263, 4292, 4330, 4387, 4588, 4590, 4820]",C=1CN(CC)C2CCCN(CC=C3CCCC=C3)OC2=1,0.7853442061444688
"[0, 296, 303, 343, 363, 437, 465, 466, 587, 604, 619, 637, 676, 838, 1591, 1641, 2261, 2264, 2427, 2546, 2701, 2975, 3024, 3162, 3178, 3190, 3223, 3348, 3374, 3401, 3414, 3454, 3545, 3559, 3601, 3639, 3691, 3717, 3732, 3740, 3741, 3743, 3749, 3751, 3756, 3762, 3780, 3787, 3881, 3883, 3920, 3941, 4079, 4266, 4293, 4319, 4330, 4728]",C12CC(=O)NCCC32OC=CC=C3CCCC1,0.6968733894855371
"[15, 207, 302, 340, 343, 437, 479, 503, 604, 619, 664, 820, 1192, 1565, 2033, 2261, 2427, 2666, 2694, 2854, 2974, 3156, 3158, 3223, 3263, 3368, 3401, 3407, 3560, 3605, 3660, 3670, 3681, 3691, 3705, 3718, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3780, 3781, 3868, 3883, 3914, 3925, 3942, 3955, 3999, 4031, 4079, 4249, 4328, 4451, 4716, 4762, 4855]",N1CC=CC=C=C1NCCN(CCC2=O)C2,0.6536472103927518
"[296, 437, 466, 637, 839, 1153, 1192, 1535, 1588, 1683, 1919, 2261, 2435, 2546, 2672, 2694, 2854, 2948, 3007, 3110, 3138, 3162, 3223, 3294, 3389, 3592, 3605, 3658, 3674, 3725, 3728, 3732, 3735, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3780, 3781, 3787, 3820, 3881, 3883, 3891, 3913, 3925, 3941, 3956, 4052, 4079, 4190, 4259, 4330, 4812]",O=C(CC1=CC=CC=C1F)N2CCOC3=CC=CC=C3C2CCC=CF,0.78301505447529
"[0, 13, 15, 101, 296, 297, 299, 340, 343, 345, 386, 402, 475, 619, 646, 677, 1147, 1153, 1192, 1565, 2258, 2261, 2263, 2264, 2305, 2666, 2974, 3024, 3053, 3162, 3599, 3639, 3660, 3691, 3705, 3732, 3740, 3751, 3756, 3762, 3772, 3778, 3780, 3881, 3883, 3891, 3918, 3925, 3936, 3942, 3947, 3954, 3970, 3999, 4236, 4451]",CNC=CC1=CC=CC2=CC=CC=C12,0.7542226730214008
"[1, 15, 296, 297, 340, 362, 388, 437, 466, 503, 604, 619, 639, 676, 838, 1451, 1565, 1587, 1662, 1798, 2211, 2261, 2694, 2974, 3178, 3206, 3223, 3617, 3639, 3659, 3681, 3691, 3725, 3728, 3734, 3740, 3749, 3750, 3756, 3772, 3780, 3781, 3787, 3820, 3868, 3881, 3883, 3886, 3920, 3925, 3942, 3955, 3999, 4079, 4286, 4293, 4330]",O=C1C2=CC=CC=C2CCN1CCCN3CCC(C4=CC=C(C)C=C4C5)CC35,0.8011909709200022
"[0, 13, 231, 296, 340, 343, 457, 604, 619, 668, 676, 1565, 1587, 2261, 2419, 2666, 2694, 2974, 3024, 3223, 3388, 3407, 3442, 3590, 3592, 3681, 3703, 3720, 3739, 3741, 3749, 3751, 3808, 3883, 3892, 3914, 3918, 3925, 3936, 3941, 3955, 3999, 4079, 4330, 4842]",COC1=CC=CC=C1NCCC(CCCC)=O,0.7512820569502323
"[0, 296, 340, 437, 637, 676, 677, 757, 785, 1192, 1451, 2258, 2259, 2261, 2546, 2694, 2854, 3162, 3223, 3595, 3598, 3639, 3660, 3691, 3709, 3728, 3732, 3734, 3739, 3740, 3749, 3750, 3751, 3772, 3776, 3780, 3781, 3808, 3881, 3883, 3918, 3925, 3936, 3941, 3942, 3955, 4079, 4263, 4293, 4319, 4325, 4330, 4387, 4769, 4842]",O=C1CSC2=CC(Br)=CC=C2N1N3CNCCC34CCC4,0.826911433551839
"[297, 386, 437, 466, 604, 619, 668, 1192, 1470, 1660, 2258, 2433, 2435, 2694, 2974, 3024, 3162, 3223, 3327, 3368, 3578, 3586, 3590, 3601, 3646, 3658, 3660, 3711, 3725, 3728, 3732, 3739, 3741, 3749, 3751, 3756, 3762, 3781, 3786, 3820, 3883, 3925, 3927, 3936, 3941, 3942, 3999, 4079, 4330, 4515, 4590]",CC=CC1=CCCOC=C1NCC2CNC=CC2=O,0.8066212259482892
"[15, 296, 297, 340, 343, 346, 374, 465, 604, 609, 619, 668, 676, 677, 838, 1192, 1565, 1571, 2261, 2694, 2780, 3149, 3162, 3178, 3223, 3381, 3403, 3454, 3559, 3578, 3590, 3639, 3660, 3705, 3732, 3743, 3749, 3750, 3751, 3756, 3762, 3771, 3776, 3780, 3781, 3787, 3914, 3920, 3925, 3945, 3946, 4021, 4066, 4079, 4236, 4266, 4286, 4293, 4330]",CCC1=CC=CC=C1NCCC(CCCC)=O,0.7394260995613878
"[0, 103, 296, 340, 343, 345, 425, 466, 604, 609, 647, 668, 838, 1563, 1565, 1641, 1646, 1785, 2029, 2261, 2307, 2546, 2666, 2948, 3178, 3223, 3294, 3395, 3454, 3595, 3639, 3644, 3658, 3691, 3725, 3739, 3740, 3743, 3749, 3751, 3772, 3781, 3785, 3820, 3846, 3881, 3883, 3891, 3900, 3918, 3920, 3925, 3941, 3947, 4031, 4079, 4155, 4236, 4258, 4330, 4538, 4764]",COC1=CC=CC=C1NC=C,0.711257498538664
"[0, 17, 296, 340, 345, 363, 368, 382, 475, 479, 491, 505, 604, 619, 668, 676, 838, 1652, 2261, 2427, 2546, 2547, 2666, 2847, 2974, 3024, 3156, 3168, 3223, 3559, 3590, 3595, 3656, 3660, 3700, 3705, 3708, 3728, 3729, 3732, 3739, 3740, 3741, 3743, 3749, 3750, 3772, 3777, 3780, 3781, 3787, 3789, 3872, 3881, 3883, 3920, 3925, 3942, 3955, 4003, 4018, 4079, 4128, 4236, 4267, 4280, 4293, 4590, 4810, 4842]",C1OC2=CC=C(Br)C=C2N3CCC(C(=O)CCC4CCCCC4C)C31,0.687469960095268
"[0, 91, 297, 301, 340, 362, 425, 437, 465, 604, 668, 676, 838, 1192, 1194, 1535, 2258, 2261, 2419, 2438, 2546, 2780, 2974, 3024, 3048, 3223, 3395, 3454, 3549, 3586, 3595, 3661, 3705, 3711, 3721, 3732, 3739, 3740, 3741, 3749, 3750, 3751, 3762, 3772, 3780, 3781, 3787, 3883, 3914, 3920, 3925, 3941, 3942, 4003, 4066, 4079, 4155, 4491, 4519, 4842]",C1CNCCCN1C(=O)C2=CC(Br)=CC=C2CCC,0.9267986471208083
