fps,smiles,qed
"[296, 297, 298, 330, 340, 343, 359, 479, 604, 609, 668, 676, 787, 838, 1149, 1537, 1795, 2261, 2263, 2427, 2434, 2470, 2546, 2974, 3024, 3162, 3163, 3206, 3223, 3374, 3586, 3605, 3639, 3670, 3691, 3700, 3705, 3709, 3712, 3728, 3735, 3739, 3740, 3741, 3749, 3750, 3751, 3772, 3780, 3781, 3787, 3808, 3881, 3883, 3920, 3925, 3941, 3942, 3946, 3947, 3999, 4003, 4079, 4236, 4325, 4330]",CNC(=O)N1CCOCC1CC(=O)C2=CC=CC=C2Cl,0.8674964398877789
"[296, 340, 343, 437, 443, 994, 1146, 1192, 1565, 1583, 1618, 1997, 2148, 2261, 2427, 2666, 2875, 2974, 3077, 3162, 3178, 3189, 3223, 3294, 3401, 3489, 3639, 3646, 3660, 3680, 3691, 3692, 3703, 3734, 3739, 3749, 3751, 3756, 3762, 3772, 3780, 3781, 3787, 3820, 3881, 3883, 3888, 3920, 3925, 3941, 3945, 3947, 3955, 3999, 4079, 4161, 4236, 4261, 4273, 4330, 4521, 4752, 4828]",NCC1=CC=CC=C1NCCC(N)CCC(C)C2=CC2=O,0.6594505160706957
"[0, 296, 297, 340, 437, 646, 668, 676, 1405, 1565, 1577, 1587, 1633, 1644, 1936, 2261, 2263, 2427, 2434, 2546, 2698, 2702, 2710, 2711, 2974, 3024, 3162, 3223, 3301, 3384, 3639, 3705, 3732, 3739, 3749, 3755, 3756, 3772, 3781, 3786, 3787, 3820, 3881, 3883, 3925, 3936, 3943, 3955, 3999, 4018, 4066, 4079, 4236, 4293, 4330]",CC1=CC=CC=C1NC=C,0.6533494111030785
"[296, 297, 340, 343, 382, 425, 436, 437, 503, 609, 619, 668, 676, 677, 1149, 1470, 1473, 2193, 2261, 2666, 2974, 3024, 3162, 3223, 3294, 3401, 3703, 3728, 3732, 3739, 3740, 3749, 3750, 3756, 3772, 3780, 3781, 3782, 3881, 3883, 3893, 3925, 3927, 3945, 4014, 4079, 4292, 4330, 4536, 4751, 4768, 4828]",COC1=CC=CC=C1Br,0.655546971817452
"[0, 58, 296, 340, 432, 466, 475, 604, 785, 839, 1565, 1621, 1630, 2261, 2264, 2546, 2666, 2974, 3178, 3223, 3368, 3454, 3659, 3691, 3703, 3705, 3728, 3739, 3743, 3749, 3750, 3751, 3756, 3772, 3781, 3787, 3881, 3883, 3925, 3941, 3944, 3945, 3955, 4005, 4031, 4079, 4236, 4280, 4294, 4330, 4520]",N#CC1=CC=CC=C1CNC2CCCC=3C2=C=3,0.7980032518570367
"[296, 330, 340, 343, 345, 437, 466, 604, 619, 676, 838, 1145, 1502, 1565, 2260, 2264, 2546, 2665, 2666, 2974, 3162, 3178, 3179, 3223, 3368, 3395, 3618, 3639, 3647, 3658, 3659, 3674, 3739, 3740, 3741, 3749, 3751, 3756, 3762, 3772, 3781, 3820, 3881, 3883, 3891, 3925, 3941, 3942, 3947, 3999, 4003, 4004, 4066, 4079, 4161, 4192, 4292, 4293, 4330, 4680, 4734]",CCC1=CC=CC=C1NCCC2(NCCC)CCCCCC2=O,0.701699495865582
"[0, 91, 231, 296, 297, 340, 437, 565, 604, 619, 639, 668, 676, 1147, 1565, 2261, 2419, 2427, 2546, 2666, 2974, 3024, 3053, 3077, 3162, 3178, 3223, 3559, 3597, 3639, 3646, 3681, 3703, 3718, 3725, 3739, 3740, 3743, 3749, 3751, 3756, 3762, 3772, 3780, 3781, 3785, 3787, 3881, 3883, 3891, 3920, 3925, 3931, 3941, 3945, 3947, 3956, 3999, 4079, 4263, 4267, 4285, 4293, 4330, 4590]",COC1=CC=CC=C1CN,0.6633238802202668
"[0, 296, 340, 437, 604, 609, 646, 676, 1202, 1563, 1641, 2258, 2259, 2546, 2974, 2976, 3024, 3223, 3403, 3439, 3454, 3559, 3589, 3639, 3664, 3680, 3705, 3712, 3739, 3740, 3749, 3750, 3756, 3772, 3781, 3787, 3820, 3881, 3883, 3888, 3900, 3918, 3925, 3945, 3955, 4004, 4079, 4267, 4286, 4330, 4764]",NC(=O)C1=CCCCC1CC=C=C=CC2CCC=C=CC2,0.7785330290086976
"[0, 296, 301, 340, 381, 400, 437, 443, 465, 604, 609, 622, 668, 1565, 1587, 2261, 2264, 2434, 2974, 3024, 3162, 3163, 3178, 3189, 3223, 3401, 3605, 3639, 3658, 3691, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3776, 3778, 3781, 3881, 3883, 3892, 3920, 3925, 3927, 3936, 3944, 3955, 3999, 4079, 4261, 4286, 4292, 4293, 4294, 4325, 4328, 4330, 4769, 4812, 4833]",CCCN1CCN(CC2=CC=CC=C2)OCC1=O,0.8123296860864974
"[0, 296, 340, 343, 437, 604, 619, 676, 991, 1192, 1591, 2264, 2546, 2694, 2711, 2974, 3142, 3156, 3163, 3223, 3368, 3433, 3528, 3639, 3660, 3681, 3700, 3739, 3749, 3750, 3751, 3756, 3772, 3781, 3785, 3787, 3863, 3872, 3881, 3883, 3891, 3914, 3925, 3942, 3945, 4045, 4052, 4079, 4294, 4330, 4752, 4852]",O=C(NC1=CC=C(Cl)C=C1)C2=CC=C3C=C23,0.715201702016698
"[0, 296, 297, 335, 340, 343, 345, 425, 437, 479, 604, 1636, 2241, 2259, 2666, 2694, 2948, 2974, 3077, 3149, 3162, 3223, 3294, 3401, 3595, 3639, 3647, 3691, 3701, 3712, 3739, 3741, 3743, 3749, 3750, 3751, 3762, 3772, 3781, 3881, 3883, 3891, 3920, 3925, 3947, 3999, 4079, 4267, 4293, 4319, 4330, 4733]",CC1=CC=CC=C1CNCC=2CCCC=C=2,0.7562695069056278
"[296, 297, 340, 345, 441, 443, 503, 619, 668, 676, 757, 821, 1192, 2006, 2261, 2305, 2427, 2439, 2546, 2694, 2974, 3162, 3178, 3223, 3389, 3595, 3601, 3639, 3691, 3703, 3739, 3749, 3750, 3751, 3756, 3772, 3781, 3785, 3786, 3881, 3883, 3891, 3925, 3941, 3942, 3954, 3955, 4018, 4045, 4079, 4236, 4293, 4330, 4750, 4842]",CC(C)C1=CC=CC=C1NC(=O)CC2CCNCC23CC3,0.8887699266041628
"[207, 296, 297, 299, 301, 340, 343, 346, 382, 503, 604, 662, 1563, 1567, 1791, 2261, 2264, 2417, 2419, 2427, 2666, 2701, 2974, 3057, 3162, 3223, 3294, 3368, 3401, 3454, 3559, 3595, 3608, 3639, 3644, 3646, 3656, 3681, 3691, 3709, 3728, 3732, 3736, 3739, 3740, 3743, 3749, 3751, 3755, 3756, 3762, 3772, 3774, 3781, 3785, 3808, 3868, 3881, 3883, 3925, 3941, 3942, 4003, 4066, 4079, 4116, 4286, 4292, 4327, 4330]",CCC1=CC=CC=C1NCCN(CCC2=O)C2,0.8417002503779799
"[0, 296, 340, 345, 368, 437, 604, 609, 619, 668, 676, 821, 838, 1621, 2261, 2439, 2546, 2666, 2694, 2701, 2974, 3162, 3178, 3223, 3294, 3401, 3568, 3607, 3639, 3647, 3658, 3691, 3705, 3728, 3732, 3734, 3735, 3739, 3743, 3749, 3750, 3751, 3756, 3772, 3774, 3781, 3787, 3868, 3881, 3883, 3891, 3893, 3920, 3925, 3936, 3954, 3955, 3999, 4079, 4330, 4538]",COC1=NC=CC=C1CNC2CC(CCCC)CC3=C=C32,0.7766168842334266
"[0, 296, 297, 340, 345, 421, 437, 443, 466, 785, 838, 1144, 2261, 2546, 2563, 2666, 2694, 2974, 3077, 3178, 3223, 3294, 3407, 3591, 3605, 3639, 3646, 3681, 3708, 3709, 3711, 3732, 3736, 3739, 3740, 3742, 3749, 3750, 3772, 3781, 3881, 3883, 3925, 3941, 3942, 3955, 3999, 4079, 4284, 4330, 4842]",CCC1=CC=CC=C1OC2CCCCC23CC3,0.7497479790836828
"[0, 296, 340, 343, 345, 437, 465, 479, 604, 619, 668, 1138, 1144, 1192, 1565, 1909, 2261, 2546, 2694, 2795, 2974, 3024, 3163, 3223, 3368, 3401, 3454, 3639, 3658, 3670, 3705, 3718, 3740, 3749, 3750, 3762, 3772, 3778, 3781, 3785, 3820, 3881, 3883, 3920, 3925, 3942, 3947, 3955, 4079, 4172, 4293, 4294, 4325, 4330]",CCN1CCCC1CCC2=CC=CC3=C2C3,0.7575523545663108
"[0, 296, 340, 345, 346, 363, 382, 437, 503, 604, 640, 1192, 2261, 2546, 2974, 3077, 3158, 3223, 3335, 3368, 3401, 3417, 3454, 3545, 3568, 3592, 3639, 3659, 3691, 3703, 3708, 3739, 3749, 3750, 3751, 3772, 3781, 3787, 3881, 3914, 3918, 3920, 3925, 3927, 3941, 3955, 4079, 4286, 4293, 4327, 4328, 4330, 4819, 4828]",O=C(CC)N1CCCCC1CC2C=CC3=C=C23,0.6814098456173325
"[296, 297, 340, 345, 363, 424, 428, 437, 475, 503, 604, 619, 646, 668, 676, 1563, 1565, 1587, 1921, 2261, 2264, 2589, 2594, 2666, 2974, 3056, 3162, 3223, 3284, 3407, 3568, 3639, 3703, 3705, 3711, 3718, 3724, 3732, 3739, 3743, 3749, 3750, 3751, 3762, 3772, 3781, 3881, 3883, 3890, 3900, 3921, 3925, 3927, 3942, 3945, 3955, 3999, 4079, 4190, 4268, 4293, 4330, 4438]",COCCN1CCCCC1CC2=CC=C3C=C23,0.784222386984123
"[33, 296, 297, 306, 340, 437, 466, 475, 604, 607, 676, 1152, 1192, 1563, 2261, 2546, 2711, 2854, 2974, 3024, 3178, 3223, 3294, 3406, 3439, 3454, 3658, 3660, 3691, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3780, 3781, 3785, 3787, 3881, 3883, 3920, 3925, 3942, 3943, 3946, 4079, 4263, 4330]",N#CC1CNCCC1CC2CCC=C=C2C,0.7202382910944857
"[0, 19, 33, 296, 340, 382, 437, 443, 604, 619, 637, 889, 1143, 1262, 1644, 1723, 1810, 2261, 2427, 2433, 2443, 2546, 2666, 2711, 2974, 3049, 3149, 3223, 3368, 3549, 3585, 3610, 3639, 3659, 3670, 3681, 3691, 3705, 3711, 3726, 3728, 3732, 3739, 3740, 3749, 3750, 3756, 3762, 3772, 3781, 3787, 3881, 3891, 3920, 3925, 3947, 3955, 3989, 4079, 4168, 4236, 4294, 4328, 4330, 4503, 4520, 4819]",CCC1=CC=C2C(=C1)CCCC2CCC=3C=C=3,0.6583948047192419
"[0, 296, 297, 340, 345, 437, 479, 604, 619, 646, 668, 676, 991, 1192, 1630, 1919, 2259, 2261, 2933, 2948, 2949, 2974, 3024, 3162, 3223, 3294, 3559, 3597, 3607, 3639, 3681, 3691, 3732, 3739, 3740, 3742, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3820, 3881, 3888, 3918, 3925, 3941, 3942, 3999, 4079, 4236, 4263, 4330, 4733]",CN1CCCCN1C(=O)CC2=CC=CC(C)=C2,0.7784337065971264
"[0, 296, 297, 340, 343, 345, 437, 443, 604, 619, 646, 668, 676, 1192, 1565, 1587, 1605, 1645, 2261, 2666, 2694, 2854, 2974, 3162, 3178, 3223, 3401, 3406, 3597, 3639, 3646, 3674, 3691, 3701, 3739, 3740, 3742, 3749, 3750, 3751, 3766, 3772, 3780, 3781, 3783, 3881, 3883, 3891, 3918, 3925, 3932, 3941, 3999, 4079, 4261, 4316, 4330, 4497, 4762]",COC1=CC2=CC=CC=C2C=C1NC3CCCCC3C,0.8605796579203082
"[296, 340, 362, 619, 838, 1563, 1565, 1797, 2261, 2427, 2563, 2666, 2710, 2974, 3048, 3162, 3223, 3294, 3368, 3586, 3590, 3639, 3644, 3660, 3670, 3691, 3705, 3706, 3718, 3728, 3739, 3740, 3749, 3751, 3757, 3762, 3772, 3781, 3881, 3883, 3891, 3920, 3925, 3941, 3942, 3947, 3955, 4031, 4079, 4267, 4493, 4769]",N#CC1=CC=CC=C1CCC2C=C=C(O)C=C2C=3C=C=3,0.8369899204714442
"[296, 340, 400, 604, 668, 1008, 1192, 1535, 1587, 2258, 2261, 2427, 2436, 2974, 2982, 3024, 3178, 3223, 3381, 3401, 3407, 3414, 3454, 3580, 3605, 3639, 3659, 3674, 3705, 3709, 3728, 3732, 3739, 3743, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3918, 3920, 3925, 3941, 3942, 3947, 4004, 4066, 4079, 4292, 4330, 4537, 4842]",CC1=CC=CC=C1C(=O)N2CCNCC23CC3,0.7940154341259665
