fps,smiles,qed
"[296, 297, 340, 343, 362, 381, 668, 1565, 2258, 2261, 2546, 2854, 2974, 3012, 3080, 3162, 3223, 3294, 3605, 3639, 3644, 3658, 3660, 3691, 3706, 3725, 3732, 3738, 3740, 3749, 3750, 3751, 3762, 3772, 3781, 3814, 3881, 3883, 3925, 3941, 3942, 4073, 4079, 4286, 4293, 4294, 4330]",CCSC(C1)CCCC=C1Br,0.6976184561866332
"[231, 296, 297, 340, 343, 604, 609, 619, 676, 1192, 1790, 2974, 3077, 3160, 3223, 3639, 3647, 3700, 3728, 3732, 3739, 3740, 3742, 3749, 3751, 3756, 3772, 3781, 3786, 3787, 3820, 3856, 3868, 3881, 3883, 3888, 3913, 3920, 3925, 3942, 3999, 4031, 4079, 4286, 4330, 4346]",O=C(C1=CCCCC1)N2CCCCC2CC=3C=C=3,0.696033763456965
"[231, 296, 297, 340, 343, 426, 434, 437, 466, 604, 619, 637, 646, 838, 1565, 1567, 1641, 1644, 1785, 2261, 2433, 2434, 2974, 2980, 3156, 3162, 3207, 3223, 3381, 3398, 3403, 3406, 3429, 3590, 3595, 3639, 3670, 3691, 3703, 3705, 3739, 3740, 3742, 3743, 3749, 3750, 3756, 3772, 3780, 3781, 3786, 3787, 3881, 3883, 3891, 3925, 3932, 3941, 3942, 3999, 4079, 4294, 4295, 4330, 4590]",O=C1C2=CC=CC=C2N=CN1CC3CNCCN(C4=CC=C(O)C=C4C)C3,0.7451248661778027
"[231, 296, 297, 340, 343, 400, 432, 433, 437, 475, 604, 607, 609, 619, 668, 676, 838, 1565, 2261, 2266, 2427, 2434, 2435, 2666, 2693, 2948, 2974, 2985, 3024, 3178, 3223, 3294, 3401, 3454, 3522, 3595, 3639, 3681, 3691, 3703, 3712, 3718, 3728, 3732, 3739, 3740, 3742, 3749, 3750, 3751, 3768, 3772, 3781, 3881, 3883, 3918, 3925, 3936, 3954, 3955, 3999, 4079, 4236, 4293, 4852]",COC1=CC=CC=C1CN,0.6633238802202668
"[296, 297, 340, 343, 359, 362, 434, 491, 604, 619, 668, 1138, 1144, 1565, 1621, 2258, 2261, 2264, 2419, 2434, 2666, 2702, 2819, 2974, 3024, 3042, 3077, 3149, 3162, 3223, 3374, 3395, 3549, 3559, 3586, 3629, 3639, 3658, 3691, 3709, 3711, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3820, 3881, 3883, 3918, 3925, 3955, 4031, 4079, 4319, 4330, 4756]",COC1=CC=C(Cl)C=C1CNC2CCCN(CC3=C4C=CC=C3)CC24,0.8880902149235269
"[0, 1, 296, 340, 437, 604, 619, 639, 676, 838, 1565, 1621, 1671, 1932, 1985, 2258, 2261, 2427, 2948, 2974, 3024, 3138, 3156, 3158, 3162, 3189, 3223, 3295, 3401, 3597, 3639, 3681, 3725, 3728, 3732, 3734, 3739, 3749, 3750, 3751, 3756, 3766, 3772, 3781, 3785, 3787, 3881, 3883, 3919, 3920, 3925, 3936, 3954, 3955, 4079, 4286, 4293, 4330]",O=C(C1=CCC2=CC=CC=C12)N3CCN(C4=NC=CC=C4CC=5C3)C=5,0.8071321862712941
"[0, 13, 296, 340, 343, 345, 437, 443, 604, 609, 637, 641, 676, 677, 1143, 1192, 1637, 1916, 2011, 2261, 2546, 2666, 2948, 2974, 3024, 3081, 3162, 3178, 3223, 3597, 3646, 3670, 3681, 3691, 3692, 3700, 3705, 3715, 3717, 3728, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3776, 3781, 3785, 3820, 3873, 3881, 3883, 3918, 3925, 3936, 3941, 4058, 4079, 4319, 4330, 4386, 4590, 4852]",CC1=CC=CC=C1NCCC2(C)CCCCC2C,0.7856196141778558
"[0, 231, 296, 340, 432, 604, 619, 1138, 1145, 1641, 2261, 2575, 2854, 2948, 2974, 3055, 3162, 3223, 3282, 3401, 3489, 3528, 3639, 3660, 3691, 3703, 3708, 3718, 3728, 3732, 3739, 3740, 3742, 3749, 3750, 3756, 3762, 3772, 3781, 3868, 3881, 3891, 3920, 3925, 3941, 3942, 3999, 4079, 4190, 4292, 4319, 4325, 4328, 4330, 4768]",N#CC1=CC=C(N2CCC(C3CCCC(Br)=C3C)C2C)C1,0.7101157401092589
"[296, 297, 340, 345, 359, 423, 437, 604, 619, 668, 676, 1810, 1936, 2261, 2974, 3156, 3178, 3223, 3395, 3401, 3406, 3578, 3639, 3691, 3692, 3705, 3718, 3738, 3739, 3741, 3742, 3749, 3750, 3751, 3756, 3772, 3781, 3784, 3788, 3881, 3888, 3916, 3920, 3925, 3927, 3955, 4005, 4031, 4079, 4155, 4293, 4319, 4327, 4330, 4812, 4842]",CC1=CC=C(O)C=C1C2CC3CCC2C4C3CO4,0.8215231792479865
"[0, 223, 231, 296, 297, 340, 362, 434, 604, 619, 1192, 1565, 1605, 2261, 2305, 2974, 3223, 3407, 3658, 3670, 3681, 3691, 3705, 3709, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3758, 3772, 3781, 3820, 3881, 3883, 3906, 3918, 3925, 3942, 3943, 3999, 4079, 4192, 4293, 4330, 4734, 4825, 4842]",NC(=O)CC1CCCCC1C=2CC=CC=C=2,0.7256091229589174
